District,compound_score,mean_sentiment,median_sentiment,IQR_sentiment,sentiment_trigram,variance_sentiment,econ_index_change_dummy
2,0.9455,4.2857142857130645e-05,0.0,0.385,-0.13078,0.0936402402267573,1
3,0.9987,0.1863758620689655,0.1531,0.487375,0.1536,0.1342335832104637,1
2,0.9951,0.0820528301886792,0.0,0.3182,0.2180833333333333,0.1294158341901032,1
8,0.9973,0.1531371428571428,0.1027,0.3818,0.0736916666666666,0.0888521497632652,1
10,0.985,0.0442962962962963,0.0,0.481975,-0.0406666666666666,0.1353389518381344,1
1,0.9969,0.1220431034482758,0.0,0.34795,0.1424515151515151,0.0938233172800237,1
12,0.9894,0.1064649999999999,0.0,0.577475,0.3880333333333333,0.157656448275,1
7,0.9988,0.1595114285714285,0.25,0.4408499999999999,0.2083333333333333,0.1265741467265306,1
11,0.9989,0.1282717647058823,0.0,0.5299,0.0239533333333333,0.1173845359086505,1
1,0.9858,0.0737854545454545,0.0,0.35845,0.1133333333333333,0.1159614397884297,0
10,0.9995,0.2468652173913044,0.2732,0.4939,0.1924333333333333,0.1099593970510396,1
13,0.9997,0.2658324675324674,0.2732,0.5106,0.0510333333333333,0.1131035214133918,1
12,0.9921,0.1123047619047619,0.0,0.580175,0.091375,0.1652615271201814,1
11,0.9987,0.20385,0.2382,0.386825,0.0,0.111946516,1
2,0.9839,0.0951928571428571,0.0,0.3559,0.2578666666666667,0.0930115416156462,1
10,0.999,0.2077062499999999,0.2732,0.35045,0.066976923076923,0.1161035018359375,1
2,0.9964,0.1026269841269841,0.0,0.3071,-0.0017499999999999,0.08660015244646,0
8,0.9984,0.158903125,0.1779,0.3818,0.2669291666666667,0.1187060031152343,1
7,0.9976,0.2296415384615384,0.2732,0.5106,0.3636888888888889,0.1032978965822485,1
1,0.9988,0.1672624999999999,0.2382,0.4675749999999999,0.1352166666666666,0.13229870640625,1
11,0.9934,0.1221434782608695,0.0,0.3756,0.0,0.1072100294139886,1
1,0.9983,0.1440387096774193,0.0,0.3818,0.0,0.0947089697918834,1
1,0.999,0.1427740259740259,0.0516,0.4404,0.2751625,0.1501467356889863,1
9,0.9978,0.1790377358490566,0.2023,0.5106,0.0,0.1582922691420434,1
10,0.9926,0.10692,0.0,0.30695,0.0,0.082913076,1
8,0.9851,0.1630682926829268,0.0,0.3818,0.0394533333333333,0.0613841894824509,1
1,0.9659,0.0694657894736842,0.0,0.3504,0.0214333333333333,0.098895705934903,1
3,0.9986,0.1228227272727272,0.0,0.3818,0.1008592592592592,0.1195914723622589,1
11,0.9977,0.1735480769230769,0.2732,0.4294499999999999,0.1162666666666666,0.1068637605732248,1
11,0.9992,0.1294298850574712,0.0258,0.6047,0.2339866666666666,0.1493908292218258,1
13,0.9966,0.0881692307692307,0.0,0.548725,0.1968833333333333,0.1191079170019723,1
10,0.9965,0.0946666666666666,0.0,0.5098,0.0693254901960784,0.1212564364251207,1
1,0.9995,0.2328307692307692,0.2732,0.5574,0.2258185185185185,0.1174760670532544,1
12,0.976,0.0145348837209302,0.0,0.7762500000000001,0.0,0.1976887976203353,0
7,0.998,0.0968338983050847,0.0,0.5098,0.25175,0.1243057161390405,1
3,0.9994,0.2521875,0.25,0.520425,0.0,0.0976344853794642,0
11,0.9957,0.1046121621621622,0.0258,0.3559,0.1245777777777777,0.0951873321493791,1
7,0.9958,0.1094590909090909,0.0,0.6607000000000001,0.0944333333333333,0.1402522533264463,1
10,0.9927,0.1051833333333333,0.0,0.4262249999999999,0.4301333333333333,0.1319371718055555,1
2,0.9916,0.0840317073170731,0.0,0.4987,0.2202,0.1334453480190362,1
3,0.9974,0.1993263157894737,0.2144,0.4215,0.1908,0.0766700350969529,1
8,0.9963,0.2092458333333333,0.2732,0.4404,0.2837933333333333,0.0855699778993055,1
5,0.9977,0.0955636363636363,0.0,0.4427,-0.0353499999999999,0.1196160841322314,1
8,0.9969,0.1487634615384615,0.1406,0.3182,0.1756566666666666,0.07233784039571,1
7,0.9891,0.1178232876712328,0.0,0.3182,0.0865333333333333,0.0856888141152186,1
2,0.9954,0.140134693877551,0.0,0.4019,0.103375,0.100675353694294,1
10,0.9988,0.2016999999999999,0.25,0.4767,0.0316333333333333,0.1200759451515151,1
10,0.9972,0.1354237288135593,0.0,0.4496,0.2388242424242424,0.1356362868945705,1
9,0.9971,0.1537571428571428,0.0,0.3612,0.1948444444444444,0.09517237292517,1
12,0.9986,0.1356945454545454,0.0,0.8536,0.0671333333333333,0.2294273172429752,1
7,0.999,0.1842169491525424,0.128,0.5563,0.4264583333333333,0.1770253210686584,1
9,0.9979,0.219355172413793,0.2732,0.435675,0.0510333333333333,0.0813167124732461,1
5,0.991,0.0942650793650793,0.0,0.4075999999999999,0.1508333333333333,0.1067056279868984,1
6,0.9653,0.0852309523809523,0.0,0.678075,0.3014999999999999,0.1369969088038548,1
12,0.9991,0.1677366197183098,0.2732,0.5397,0.28035,0.1306515403491371,1
9,0.9829,0.0751586206896551,0.0,0.3916,0.0,0.1366448493222354,1
11,0.9962,0.0830396825396825,0.0,0.7789000000000001,0.0762333333333333,0.2096792642983119,1
4,0.9959,0.1045327272727272,0.0,0.3397,0.0,0.1214620556561983,1
10,0.9979,0.2157,0.3182,0.502125,0.0,0.1454309809523809,1
3,0.9925,0.0316075471698113,0.0,0.5429999999999999,0.0,0.1056016927732289,0
11,0.9993,0.1338732673267327,0.0258,0.48,0.0,0.1418904661170473,1
4,0.9945,0.1059072289156626,0.0,0.3506,0.0947666666666666,0.1015213724778632,1
8,0.9922,0.1873245283018868,0.0,0.3818,0.1627703703703703,0.064437922228551,1
10,0.6486,0.0451826923076923,0.0,0.522475,-0.0005777777777777,0.127396909508136,1
11,0.9984,0.1088827956989247,0.0249,0.4859,0.0955333333333333,0.1340539784136894,1
4,0.9928,0.0809507042253521,0.0,0.53615,0.4307666666666667,0.1251204450347153,1
9,0.9985,0.1883597014925372,0.0772,0.4019,-0.1498333333333333,0.0969535865849855,1
2,0.9786,0.0836288461538461,0.1531,0.34645,0.4299333333333333,0.1399220970525148,1
4,0.9958,0.1259428571428571,0.0,0.296,0.0853333333333333,0.0840663230204081,1
8,0.9966,0.2554971428571428,0.3182,0.4908,0.6218,0.1091584579918367,1
4,0.9992,0.1698575342465753,0.1779,0.4019,0.0927222222222222,0.1349311961418652,1
2,0.9964,0.1035636363636363,0.0,0.391625,0.0057333333333333,0.1191283126170798,1
1,0.9992,0.1730850746268656,0.1027,0.4767,-0.1423555555555555,0.1586995809712631,1
13,0.9986,0.2019857142857142,0.2023,0.4757749999999999,0.3563777777777777,0.1398154062244898,1
2,0.9954,0.0886833333333333,0.0,0.580475,0.3785,0.1609711362037037,0
5,0.9598,0.1161218749999999,0.0,0.4068,0.0367333333333333,0.1534178317089843,1
1,0.9966,0.2184214285714285,0.1027,0.4374,0.2432444444444444,0.0739567670408163,1
8,0.9977,0.1915666666666667,0.2732,0.3182,0.2653333333333333,0.0757537985185185,1
11,0.9993,0.1470421686746988,0.1531,0.5228999999999999,0.2177555555555555,0.1315797332820438,1
11,0.9912,0.0796986486486486,0.128,0.53955,0.1045833333333333,0.1639764060792549,1
13,0.9972,0.1239508196721311,0.0,0.4730999999999999,0.1826333333333333,0.1324213428271969,1
12,0.9977,0.2111380952380952,0.2732,0.4186999999999999,0.1506166666666666,0.1126390399773242,1
2,0.9954,0.1481702127659574,0.0772,0.43095,0.0,0.1018921016659121,1
4,0.997,0.1270202247191011,0.0,0.34,0.0,0.0719854638606236,1
12,0.9959,0.1709051282051282,0.0772,0.38075,0.0,0.1006404743326759,1
2,0.9859,0.0614157894736842,0.0,0.2263,0.0834933333333333,0.0974610795752539,0
5,0.9958,0.1138053191489361,0.0,0.3559,0.1020666666666666,0.1026985026312811,1
13,0.9994,0.211504,0.2263,0.4111,0.1198820512820512,0.0952709771839999,1
10,0.9932,0.1165779999999999,0.0,0.4572,-0.1745666666666666,0.1387010377159999,1
11,0.9976,0.1823095238095238,0.0258,0.4141,0.1272666666666666,0.0927993384807256,1
4,0.9988,0.1108971153846153,0.0,0.3818,0.0885733333333333,0.0953738060493712,1
10,0.9763,0.0589179487179487,0.0,0.483,-0.2917333333333333,0.1288504896778435,0
3,0.9982,0.1804761904761904,0.1027,0.3818,0.3352266666666667,0.1167910427664399,1
3,0.9974,0.1302537037037037,0.0,0.2744,0.0490133333333333,0.06595157989369,1
1,0.9963,0.1520738095238095,0.0,0.3828499999999999,0.0824666666666666,0.0920239809807256,1
5,0.997,0.0941681818181818,0.0,0.4297249999999999,0.0365222222222222,0.1416670618663912,1
12,0.984,0.0964181818181818,0.0,0.514825,0.2648066666666666,0.1093617119421487,1
6,0.9885,0.0941744680851063,0.0,0.49685,0.0660333333333333,0.1390403253055681,1
6,0.9913,0.1169326530612245,0.0,0.4336,0.1484,0.1420866977092878,1
13,0.9993,0.2009102564102563,0.2732,0.42575,0.2323523809523809,0.0904462068178829,1
10,0.9959,0.0969072727272727,0.0,0.4329999999999999,-0.0317404761904761,0.1520236203107438,0
5,0.9993,0.1780753424657534,0.1531,0.4019,0.1416333333333333,0.1506959210358416,1
2,0.9969,0.0966666666666666,0.0,0.296,0.1060666666666666,0.0941421276190476,1
5,0.9962,0.1921268292682926,0.2023,0.6079,-0.2467333333333333,0.1806681126948245,1
13,0.9964,0.1489051282051282,0.0258,0.3818,-0.0473666666666666,0.1225703117685732,1
8,0.9973,0.1187661016949152,0.1779,0.3612,-0.0371583333333333,0.1339586513932777,1
11,0.997,0.1092515625,0.128,0.4710499999999999,-0.0157222222222222,0.1372980162475586,1
2,0.9962,0.1063735849056603,0.0,0.5176000000000001,0.0326833333333333,0.1249012793022427,1
12,0.9966,0.1241381818181818,0.0,0.3715,0.1601166666666666,0.1086038954512396,1
12,0.9839,0.0654825,0.0,0.7524249999999999,-0.1120666666666666,0.19137051944375,1
1,-0.9729,-0.0084794871794871,0.0,0.46045,0.1993666666666667,0.1442691903484549,1
10,0.9981,0.2072847826086956,0.2732,0.4404,0.1065333333333333,0.0903261765075614,1
4,0.9935,0.0724953846153845,0.0,0.4892,0.1276866666666666,0.120872055824852,1
9,0.9833,0.092153448275862,0.0,0.2732,0.1508111111111111,0.0590365207639714,0
8,0.998,0.1816377358490566,0.1531,0.5106,0.3033083333333333,0.1615216680099679,1
5,0.98,0.1087416666666666,0.0772,0.32365,0.0,0.1249456107638888,1
11,0.9939,0.088138,0.0,0.524875,0.39546,0.155678681956,1
13,0.99,0.0950859999999999,0.0,0.3818,-0.0110904761904761,0.1162302112039999,1
12,0.9876,0.0538681818181818,0.0,0.668625,0.0,0.1692256735330578,1
7,0.9977,0.1526265625,0.1531,0.507475,0.3183333333333333,0.1217364425756835,1
8,0.9101,0.0246795454545454,0.0,0.668025,-0.1257,0.1330529666270661,1
6,0.9948,0.13184,0.0,0.4608,0.1272666666666666,0.1455882511272727,1
6,0.9961,0.1385540983606557,0.1027,0.4019,0.3369222222222222,0.1391368769094329,1
5,0.9983,0.1553467532467532,0.1779,0.3818,0.0544333333333333,0.1337420624894585,1
12,0.9975,0.1109035714285714,0.0,0.4918,-0.0467333333333333,0.1369056407015306,1
13,0.9965,0.1022357142857142,0.0772,0.4137999999999999,0.0,0.1332982626530612,1
1,0.9963,0.0622028571428571,0.0,0.258775,0.1199809523809524,0.100522056277551,1
4,0.9965,0.1369790697674419,0.1477,0.79055,-0.0676333333333333,0.1830643165386695,1
7,0.9962,0.1367654545454545,0.0,0.3818,0.0,0.1259020869884297,1
4,0.9976,0.1095415384615384,0.1531,0.3658,-0.0957666666666666,0.1185731925822485,1
9,0.995,0.1522636363636363,0.0,0.46845,0.0755666666666666,0.1536699245867768,1
2,0.9929,0.1408577777777777,0.0,0.34,0.1179888888888888,0.0732129064395061,0
6,0.9977,0.1196249999999999,0.0,0.4010999999999999,0.0214666666666666,0.0965179533455882,1
2,0.9925,0.068738028169014,0.0,0.48755,0.0419055555555555,0.1144919586947034,1
4,0.9979,0.0705153846153846,0.0,0.2732,0.0578222222222222,0.0738749795710059,1
10,0.998,0.2068674418604651,0.25,0.4939,0.0,0.1405764998702001,0
9,0.9977,0.1579290322580644,0.0,0.49765,0.0,0.1203533139958377,1
3,0.9835,0.0648983333333333,0.0,0.35045,0.0944555555555555,0.0898936181638889,0
11,0.9921,0.0492532467532467,0.0,0.5719,-0.0916999999999999,0.1626678601517962,1
3,0.9971,0.2051955555555556,0.0,0.5106,0.1676666666666666,0.1145799057580247,1
4,0.9826,0.0452776119402985,0.0,0.37005,0.0774944444444444,0.0995003623345957,0
2,0.9804,0.0534467741935484,0.0,0.431875,-0.0651111111111111,0.0951431586186264,1
9,0.9974,0.140691935483871,0.0258,0.396875,0.2451333333333333,0.1061777720317377,0
8,0.9977,0.1668265306122449,0.1531,0.4404,0.0262916666666666,0.120781792969596,1
12,0.8741,0.0548179487179487,0.0,0.44235,0.1120333333333333,0.0964439794214332,1
8,0.9906,0.1786684210526316,0.1857,0.4019,0.2425208333333333,0.1075529032132963,0
3,0.9993,0.2401999999999999,0.2732,0.5499,0.2756805555555555,0.106100806557377,1
11,0.9989,0.1435883116883116,0.0772,0.5525,0.2331,0.1649949023309158,1
11,0.9976,0.115827868852459,0.0,0.5495,0.0152555555555555,0.1401817302069336,1
3,0.9989,0.2167785714285714,0.1531,0.463275,0.21084,0.0709035541836734,0
13,0.9978,0.2333208333333333,0.3612,0.498075,0.2318777777777777,0.1325127916493055,1
9,0.9986,0.1611173913043478,0.0,0.4767,0.0,0.1597492820163831,1
4,0.9944,0.2031837837837838,0.25,0.4588,0.1025,0.1149713343316289,1
1,0.9742,0.1107487804878048,0.0,0.3182,0.0,0.071549805425342,0
4,0.996,0.1428,0.0,0.37405,0.1785666666666666,0.0826127206779661,1
2,-0.9771,-0.0693983870967742,0.0,0.2263,-0.1019916666666666,0.0618727559651404,0
2,0.9993,0.2931018867924528,0.34,0.5106,0.2724222222222222,0.1051414352794588,1
12,0.9987,0.1914027397260273,0.2732,0.3703,0.1130333333333333,0.0773077493075623,1
4,0.9879,0.0312058823529411,0.0,0.5464,0.0,0.1019633989065743,1
13,0.9989,0.1928916666666666,0.296,0.498075,0.3408277777777778,0.1781032784305555,1
13,0.991,0.050142156862745,0.0,0.6021,0.0623416666666666,0.1603144826345635,0
6,0.9981,0.1556296874999999,0.1531,0.4404,0.3824925925925926,0.1245864967749023,1
2,0.9959,0.1351119047619047,0.0,0.44265,0.5422333333333333,0.1007410924773242,1
4,0.9996,0.2436768115942028,0.2732,0.5106,0.2283,0.1302647487376601,1
9,0.999,0.1972261538461538,0.1531,0.5483,0.0,0.1487157625467455,1
1,0.9942,0.1422258620689655,0.0,0.3713499999999999,0.0955166666666666,0.1388331991587396,1
10,0.9978,0.1210569230769231,0.1531,0.5616,0.3074888888888888,0.1773640452213017,1
5,0.9739,0.1303974358974358,0.0,0.34,0.0,0.0712570823011177,1
2,0.9914,0.0779863636363636,0.0,0.56825,-0.0625266666666666,0.1333844475413223,1
4,0.998,0.0733257731958763,0.0,0.3697999999999999,0.1903,0.0885385722223403,1
13,0.999,0.2864162790697673,0.2732,0.4939,0.2183333333333333,0.0950358688047593,1
6,0.9981,0.1621950819672131,0.2023,0.5106,0.1518222222222222,0.183427374238108,0
2,-0.9831,-0.0914860465116279,0.0,0.4204,-0.0686555555555555,0.1163463332936722,1
8,0.9952,0.1358297872340425,0.0772,0.43095,0.2459666666666666,0.1472981527297419,1
2,0.976,0.06405,0.0,0.449025,0.04386,0.1048356195833333,1
3,0.9995,0.2343878787878787,0.34,0.4767,0.3609,0.1337134059136822,0
7,0.9982,0.1615016666666667,0.0772,0.46675,0.2309,0.1300709614972222,1
2,0.9513,0.0799063829787234,0.0,0.3291,-0.2167333333333333,0.1109324584698958,1
11,0.9967,0.0863012658227848,0.0,0.5098,0.0577,0.1408114768338407,1
4,0.9993,0.3626615384615383,0.4019,0.3468,0.0,0.0712878587771203,1
8,0.9992,0.1983301369863014,0.2235,0.4404,0.0653416666666666,0.0879434415575154,1
9,0.9958,0.1403615384615384,0.1779,0.6892,0.0,0.2158471292899408,1
7,0.9986,0.1905618181818182,0.1406,0.49365,0.0,0.1203120943603305,1
9,0.9985,0.1759588235294116,0.2732,0.34,0.0893888888888888,0.0834354238927335,1
6,0.9968,0.1861603448275862,0.1027,0.37665,0.28908,0.0721108917033293,1
2,0.9118,0.0099119402985074,0.0,0.3385,-0.0754999999999999,0.0786314768723546,1
6,0.9986,0.1667932432432433,0.1779,0.4165999999999999,0.2613888888888889,0.079250935765157,1
7,0.9982,0.1391357142857142,0.0,0.4259,0.4226666666666667,0.1394051333673469,0
1,0.9838,0.156065,0.0772,0.4262249999999999,0.1760666666666666,0.1110100682749999,1
3,0.9955,0.2159228571428572,0.296,0.4016499999999999,0.5073,0.0835027520489795,1
6,-0.9471,-0.0337108695652173,0.0,0.481175,-0.01846,0.1115597622731568,0
9,0.996,0.1747262295081966,0.1531,0.3182,0.1490066666666666,0.0543241596398817,1
13,0.9999,0.2859455882352939,0.3182,0.5574,0.2307761904761904,0.1066191649805363,1
2,0.9886,0.0665107142857143,0.0772,0.7945249999999999,0.0,0.1870807784566326,1
13,0.9937,0.1016169811320754,0.1027,0.6119,0.1187666666666666,0.1861892829191883,1
5,0.8948,0.0329676923076923,0.0,0.4462,0.0318666666666666,0.1056955603408284,1
5,0.9976,0.1488684210526315,0.0,0.4019,0.139025,0.0935071674238227,1
8,0.9966,0.1578352112676056,0.128,0.4016499999999999,-0.0473599999999999,0.1088202448165046,1
6,0.9986,0.1372506849315068,0.0,0.3818,0.20312,0.0955145981159692,1
11,0.998,0.2168509090909091,0.2732,0.5106,-0.1256833333333333,0.1219895294082644,1
6,0.9992,0.3137559322033897,0.3818,0.5574,0.4162999999999999,0.1216187970410801,1
5,0.74,-0.0354684210526315,0.0,0.296,-0.162675,0.1211814076869806,0
5,0.9691,0.062225,0.0,0.560775,0.2073799999999999,0.1270832355416666,1
8,0.7453,0.0052249999999999,0.0,0.274575,-0.0359,0.0859288465416666,1
6,0.9954,0.1313444444444444,0.0,0.4165999999999999,0.1413166666666666,0.1202893080246913,1
7,0.9983,0.1452953125,0.0258,0.4401,0.2150533333333333,0.1283926763842773,1
10,0.9991,0.2499785714285714,0.296,0.5002,0.0559999999999999,0.1256017697789115,1
6,0.9991,0.2100283582089552,0.1531,0.44015,0.2403074074074074,0.0989538175540209,1
4,0.9955,0.258703448275862,0.4215,0.5499,0.0,0.1482249479191439,1
2,-0.3751,0.0038341463414634,0.0,0.5191,0.1106833333333333,0.1384754076145151,1
7,0.9993,0.1866491803278688,0.2263,0.4939,0.3340291666666667,0.1940511929911314,1
4,0.9964,0.1756871794871795,0.1779,0.5359499999999999,0.3437666666666666,0.1282774113740959,1
5,0.9636,0.0310636363636363,0.0,0.6572,0.0,0.132841404738292,0
9,0.9845,0.1011727272727272,0.0,0.3182,0.0,0.0958478588016529,1
11,0.9937,0.104546,0.0,0.50465,0.364,0.145990090884,1
11,0.9953,0.1082090909090909,0.0772,0.3822,0.3357444444444444,0.1057122779173553,1
8,0.9963,0.1830733333333333,0.0772,0.4215,0.2952,0.0764543001777778,1
11,0.9915,0.1047581395348837,0.0,0.3182,0.2264666666666666,0.0879935345267712,1
5,0.9987,0.2389367346938775,0.2732,0.4215,0.0573833333333333,0.0965571027321949,1
7,0.9965,0.1246650793650794,0.0516,0.4973999999999999,0.28198,0.1294585622726127,1
8,0.9833,0.1150818181818181,0.0,0.2789,0.1702,0.0561081187603305,0
12,0.9968,0.2338755102040816,0.1531,0.5574,0.2245809523809523,0.1527490691961682,1
12,0.9151,0.0488681818181818,0.0516,0.8473999999999999,0.0955666666666666,0.2002201689876032,1
10,0.9992,0.2188620689655171,0.2732,0.472225,0.2783916666666666,0.1021454889060642,1
11,0.9806,0.1340075471698113,0.1779,0.5084,0.0559999999999999,0.1153424791883232,1
3,0.9968,0.2677742857142857,0.34,0.4496,0.0,0.0747098436244898,1
1,-0.9771,-0.0145229508196721,0.0,0.743,-0.0759333333333333,0.1579845378339155,0
12,0.9979,0.148765306122449,0.0516,0.5604,0.2198999999999999,0.1473326410412328,1
